matricule,prenom,nom,grade,specialite,certifications,statut_medical,genre,service,date_derniere_eval,date_naissance,date_affectation,date_derniere_formation
EMP03252,Enzo,Rocher,Cadre B,Juridique,Aucune,APTE,F,Service E,2024-11-30,1965-05-05,2014-10-15,1992-05-31
EMP84506,Floriane,Petit,Ingénieur,Qualité,NiveAu-2,APTE,M,Service B,2024-05-31,1995-08-08,2015-06-24,1996-02-29
EMP63853,Agathe,Guérin,Cadre B,Maintenance,Aucune,RESTRICTION,M,SErvice_C,2024-05-31,1962-09-24,2002-04-23,1999-01-31
EMP22271,Charlotte,Leroux,Cadre B,Finance,Aucune,APTE,F,Service D,2023-01-31,1978-11-30,2008-02-04,1984-06-30
EMP33623,Félicien,Chambon,Agent Principal ,Achats,Niveau 1,APTE,M,Service A,2024-09-30,1998-03-28,2010-10-03,2002-05-31
EMP04053,Claire,Leclerc,Cadre B,Informatique,Aucune,RESTRICTION,F,Service D,2023-01-31,1997-07-18,2001-04-19,2017-11-30
EMP14970,Charles,Schmitt,Agent Principal,Logistique,Aucune,APTE,Femme,Service B,2023-04-30,1971-06-29,2011-09-25,2016-03-31
EMP41992,Philippe,Brunet,Ingénieur en chef,Juridique,Niveau 1,APTE,F,Service B,2024-06-30,1964-02-21,1900-01-01,2017-11-30
EMP07634,Didier,Chopin,Technicien   en chef,Maintenance,NIvEau_1,APTE,M,Service E,2023-10-31,1974-10-16,1900-01-01,1982-02-28
EMP87877,Françoise,Delaunay,Agent,Achats,Niveau 2,apte,F,Service-D,2023-10-31,2006-02-06,1991-09-28,1981-04-30
EMP35828,Urbain,Barbier,Ingénieur en chef,Logistique,Formation sécurité,apte,M,Service E,2024-09-30,1985-09-03,2006-06-23,2016-01-31
EMP71700,Gilles,Leclerc,Cadre B,Finance,Niveau 1,APTE,F,Service A,2023-06-30,1961-02-01,2019-10-11,2012-03-31
EMP83845,Franck,Chauvin,Technicien en chef,Finance,Niveau 1,apte,M,Service D,2023-11-30,2003-07-02,1985-04-28,1986-12-31
EMP56953,Valère,Colomb,Agent,Logistique,Niveau 2,apte,F,Service B,2024-07-31,1976-12-11,2000-05-11,2017-12-31
EMP77533,Gilbert,DelaunaY,Technicien,Finance,Niveau 1,APTE,F,Service C,2024-08-31,1974-08-13,1991-10-28,1983-10-31
EMP34424,Patrick,Da silva,Agent Principal,Informatique,Aucune,APTE,M,Direction   ,2023-09-30,1976-04-08,2006-04-29,1982-02-28
EMP48538,Vanessa,Maréchal,Cadre   B,RH,Niveau 2,apte,F,Direction,2024-10-31,1974-12-19,1990-11-05,1900-01-01
EMP35408,Maxime,Petitjean,Technicien,Informatique,Aucune,APTE,F,Service A,2024-10-31,1981-02-24,2014-07-12,2020-05-31
EMP26619,Léontine,Fontaine,Agent,Finance,Niveau 2,RESTRICTION,M,Service B,2024-04-30,1978-10-14,1981-06-24,1980-07-31
EMP20665,Aimé,Navarro,Technicien,Juridique,Habilitation spéciale,APTE,F,Service D,2024-11-30,1973-03-24,2003-10-26,2004-10-31
EMP31266,Lola,Adam,Agent Principal,Logistique,Niveau 2,APTE,M,Direction,2024-09-30,1973-05-11,1989-07-19,2019-03-31
EMP24550,Florence,Pruvost,Ingénieur en chef,Logistique,NIVEAu_1,APTE,F,Service E,2024-11-30,1988-03-18,1900-01-01,1900-01-01
EMP11642,Basile,Mathieu,Technicien en chef,RH,Aucune,apte,M,Service A,2024-04-30,1980-06-01,2024-12-07,2020-04-30
EMP55894,Rachel,Meunier,Technicien en chef,Achats,Niveau 2,APTE,F,Service E,2023-11-30,1971-12-28,1900-01-01,2002-07-31
EMP30229,Daphné,Louis,Ingénieur en chef,Maintenance,Formation sécurité,APTE,M,Service B,2024-04-30,1967-05-12,1990-12-18,2019-04-30
EMP17858,Mélissa,Nicolas,Agent,RH,Formation sécurité,APTE,Homme,Service C,2023-10-31,2003-12-13,1983-09-04,2001-11-30
EMP40335,Alix,Poulain,Cadre A,Qualité,Aucune,apte,M,Service C,2025-01-31,1967-11-18,1992-01-22,1988-02-29
EMP07919,Béranger,Bourgeois,Technicien,Maintenance,Aucune,APTE,F,Service D,2024-02-29,1994-03-09,2010-11-27,2001-11-30
EMP64735,Bertrand,Guillot,Agent Principal,Qualité,Aucune,APTE,M,Service E,1900-01-01,2005-01-01,2022-05-16,2005-05-31
EMP42121,Alice,Leclerc,Agent Principal,Achats,Niveau 1,APTE,M,Service B,2023-04-30,2007-10-01,2022-02-02,1986-02-28
EMP89970,Denis,Charrier,Ingénieur,  Juridique,Niveau 1,APTE,M,Service A,2024-03-31,1960-07-01,2005-07-31,2005-06-30
EMP33930,Orphée,Morin,Agent,Juridique,Aucune,APTE,M,Service A,2024-07-31,1991-05-10,1994-09-16,2007-03-31
EMP60141,Calixte,Vincent,Cadre B,Juridique,Niveau 1,aptE,M,Service D,2024-02-29,1962-03-13,1900-01-01,2006-12-31
EMP37216,Auxence,Tessier,Agent Principal,Maintenance,Niveau 1,APTE,M,SeRvIce-D,2024-06-30,1961-07-12,2017-07-01,1900-01-01
EMP01575,Mazarine,Voisin,Agent Principal,Qualité,NiveaU_2,APTE,F,Direction,2023-04-30,1989-09-19,1984-03-13,2010-06-30
EMP93574,Axel,Gauthier,Agent,Achats,Niveau 2,APTE,M,Service B,2024-08-31,1982-04-26,2000-09-22,2022-02-28
EMP45548,Louis,Pons,Ingénieur en chef,Maintenance,Aucune,APTE,F,Direction,2023-06-30,1978-01-01,1981-03-23,2024-04-30
EMP83303,Délia,Serrano,TeChNicieN,Finance,Formation sécurité,EN_ATTENTE,M,Service B,2023-02-28,2003-12-10,2018-05-21,2017-07-31
EMP38206,Augustin,Garnier, Ingénieur en chef,AchaTs,Niveau 2,apte,Femme,Service D,2024-06-30,1964-01-14,1993-06-01,2022-12-31
EMP82993,Sixte,Delaunay,Ingénieur,Juridique,Niveau 2,APTE,F,Direction,1900-01-01,1995-02-25,1994-11-09,2016-01-31
EMP24487,YaEl,Dupont,Technicien,RH,Formation sécurité,APTE,M,Service E,2024-08-31,1990-05-03,1997-03-24,2002-03-31
EMP51269,Gilbert,Godard,Ingénieur,Maintenance,Aucune,APTE,F,Service-D,2023-08-31,2002-04-08,1900-01-01,2024-04-30
EMP19036,Florian,Pottier,Agent Principal,Achats,Aucune,apte,M,Direction,2023-02-28,1975-07-27,2006-08-07,2022-10-31
EMP07340,Ségolène,Tessier,Agent ,Juridique,Aucune,apte,F,Direction,2024-08-31,1979-06-20,1990-11-11,1997-01-31
EMP04977,Guy,Jacquet,Ingénieur,Maintenance,Niveau 2,APTE,M, Service C,2025-01-31,1983-01-02,1987-10-24,1991-08-31
EMP94423,Samuel,Petitjean,Agent Principal,Logistique,Aucune,apte,F,Service A,2024-10-31,1973-06-28,1983-05-06,1981-01-31
EMP47779,ANdrÉ,Lefort,Agent Principal,RH,Niveau 2,APTE,M,Service E,1900-01-01,1965-09-12,2024-05-04,1988-08-31
EMP83272,Oscar,Carre,Cadre A,ACHats,Niveau 1,RESTRICTION,F,Service A,2024-02-29,1993-03-18,1991-04-11,1980-05-31
EMP30741,Arnaud,Moreau,Cadre B,Achats,Niveau 1,APTE,F,Service A,2024-01-31,1995-12-11,1900-01-01,1995-02-28
EMP43240,Stella,Bonnel,Ingénieur,Logistique,Niveau 1,RESTRICTION,M,Service C,2023-05-31,1975-09-13,1994-05-12,2006-08-31
EMP53264,Timothée,Masse,Technicien   ,Informatique,Niveau 2,APTE,M,DIrecTion,2024-06-30,2005-04-03,2013-02-06,2013-03-31
EMP37889,Frédérique,Gaillard,AGeNt,RH,NivEau-1,RESTRICTION,F,Direction,2024-07-31,1997-07-02,2020-10-11,1990-07-31
EMP22021,AlbAn,Lemonnier,Agent,Maintenance,Niveau 2,apte,M,Direction,2023-03-31,2007-10-05,2007-06-06,1990-07-31
EMP84236,Soufiane,Guérin,Technicien,RH,Formation sécurité,APTE,M,SeRvICe-C,2024-05-31,1990-04-25,1980-01-21,2001-05-31
EMP59038,Bérénice,Pichon,Agent Principal,RH,Niveau 2,apte,M,Service D,2024-01-31,1962-12-20,1997-01-12,1994-11-30
EMP06636,Lucien,Bonnet,Cadre B,Finance,Niveau 2,APTE,M,Direction,2023-06-30,1971-08-04,2004-02-28,2023-01-31
EMP46554,Toscane,Boucher,Ingénieur,RH,Niveau 2,APTE,F,Service A,2023-01-31,1988-03-30,1988-12-29,1992-02-29
EMP48303,Séraphin,Garnier,Ingénieur,Finance,Aucune,APTE,F,Service A,2025-01-31,1964-12-07,1992-01-02,1999-03-31
EMP72713,Hubert,Cousin,Ingénieur,Achats,Niveau 1,APTE,M,Service B,2025-01-31,2005-12-07,2010-09-21,1900-01-01
EMP21913,Louison,Labbé,Ingénieur en chef,RH,Aucune,APTE,M,Service D,2024-04-30,1993-12-06,1900-01-01,2001-10-31
EMP91189,Aristide,Poirier,Technicien en chef,Maintenance,Aucune,APTE,F,Direction,2024-08-31,2005-10-05,1998-02-12,1900-01-01
EMP63886,Jonathan,Benoit,Ingénieur,Logistique,Habilitation spéciale,apte,M,   Service E,2023-12-31,1980-03-07,2022-05-03,1900-01-01
EMP03113,Mathias,Garcia,Agent,Qualité,Aucune,RESTRICTION,F,Service E,1900-01-01,1990-07-27,1994-12-09,2002-06-30
EMP41419,Anaël,Leblanc,Cadre B,   Juridique,Aucune,apte,F,Direction,2023-04-30,1963-09-06,2008-05-23,1987-04-30
EMP49874,Sophie,Pichon,Ingénieur en chef,Logistique,Niveau 1,APTE,F,Service C,2024-07-31,1966-08-13,1991-05-19,1992-11-30
EMP18783,Mélissa,Simon,Cadre B,Logistique,Aucune,APTE,M,Direction,2023-12-31,1987-10-19,1990-08-17,1990-07-31
EMP85779,Blandine,Menard,Ingénieur,RH ,Niveau 1,APTE,F,Service C,2023-12-31,1975-05-13,2022-12-20,1996-08-31
EMP79065,Mégane,Gauthier, Agent,Finance,Aucune,APTE,Homme,Service D,2024-05-31,1997-04-28,1998-11-13,2016-11-30
EMP43120,Jean,Lacombe,Agent,Qualité   ,Niveau 1,APTE,M,Service A,2024-11-30,2007-05-21,2009-01-21,1992-07-31
EMP36009,ANdré,Nicolas,  Ingénieur en chef,RH,Niveau 1,APTE,F,Service D,2024-02-29,1991-10-01,1982-02-03,1900-01-01
EMP45200,Aimé,Meunier,Technicien en chef,Qualité,Aucune,APTE,M,Service B,1900-01-01,1986-03-14,1900-01-01,1988-01-31
EMP23427,Valère,Lebreton,Agent Principal,Juridique,Aucune,APTE,M,DirectiON,2023-08-31,1975-05-15,1990-02-05,2018-08-31
EMP04606,AurélieN,Pelletier,Technicien en chef,Achats,Habilitation spéciale,APTE,M,Service C,2023-11-30,1983-07-26,2005-03-30,1989-10-31
EMP68521,Hélène,HUbERt,Technicien,RH,AUcunE,,M,Service A,2024-04-30,1961-07-27,1984-10-28,1900-01-01
EMP14344,Dorian,Chauvin,Technicien en chef,Logistique,Formation sécurité,APTE,M,Service B,2024-11-30,1982-09-02,1900-01-01,2011-10-31
EMP68344,Eva,Boyer,Ingénieur ,Juridique,Niveau 1,RESTRICTION,F,Service A,2023-08-31,1974-05-24,1997-05-14,2002-12-31
EMP73233,Briac,Barre,Agent,Logistique,Aucune,APTE,M,Service D,2024-08-31,1964-04-17,1986-10-19,1996-11-30
EMP40055,Sixte,Morel,Ingénieur en chef,Finance   ,Niveau 2,APTE,F,Service D,2023-12-31,2000-01-16,2017-07-19,1900-01-01
EMP28833,Roxane,Lacombe,Agent,Informatique,Formation sécurité,EN_ATTENTE,M,Service B,2023-05-31,1985-03-14,2000-03-24,2001-05-31
EMP43466,Mathias,Perron,Technicien en chef,Finance,Formation sécurité,APTE,F,Service B,2023-04-30,1989-04-14,1996-05-02,1993-03-31
EMP38058,Aimé,Dumont,Cadre B,InfORmAtique,AucUnE,APTE,F,Service C,2024-06-30,1971-05-18,2020-01-27,1900-01-01
EMP17199,Séraphin,Morin,Technicien,Maintenance,FOrmatioN_sÉcuRITÉ,RESTRICTION,M,Service D,2023-08-31,1979-03-05,2022-08-02,1983-09-30
EMP98182,Gilbert,Brunet,AgeNt_Principal,RH,Aucune,APTE,F,Service D,2024-04-30,1993-11-04,1988-03-28,2019-04-30
EMP94894,Aurore,Dupont,Agent,RH,Niveau 1,APTE,F,Service B,2023-10-31,1979-03-31,1998-01-25,1996-11-30
EMP27019,Amélie,Roussel,Agent Principal,RH,AucUne,APTE,M,DIreCtion,2023-05-31,1976-08-25,1987-03-07,2016-08-31
EMP02988,Daphné,Dubois,Ingénieur en chef,Juridique,Niveau 2,APTE,F,ServicE-A,2024-09-30,1988-06-22,1989-08-26,1900-01-01
EMP77493,Bertrand,Denis,Technicien en chef,Informatique,Formation sécurité,APTE,F,Service E,2023-04-30,1972-05-10,2013-05-28,1990-03-31
EMP03096,Victoria,Lefevre,Ingénieur,Finance,Niveau 2,APTE,M,Service E,2023-04-30,2006-12-03,1992-02-04,2010-06-30
EMP35880,Gaétan,Maillard,Agent,Qualité,Niveau 2,apte,M,Direction,2023-11-30,2005-11-14,2018-12-22,2003-07-31
EMP27975,Marguerite,Lacombe,AgEnT,MAIntenAnce,Niveau 2,APTE,M,Direction,2024-11-30,1993-12-12,2023-12-06,2014-06-30
EMP50281,Béranger,Delorme,Agent,JuRiDIque,Niveau 1,APTE,M,Service A,2023-02-28,1992-05-03,2023-01-05,1984-05-31
EMP24895,PhilomèNE,Pelletier,Ingénieur,Achats,Habilitation spéciale,RESTRICTION,M,Service D,2023-04-30,1961-06-07,2016-09-22,1996-09-30
EMP77920,Bérénice,Pelletier,Technicien,Finance,Aucune,APTE,M,Service E,2024-12-31,2003-05-04,2004-01-23,2022-04-30
EMP35996,Zoé,GoDArD,Agent Principal,Achats,Niveau 2,APTE,F,Service E,2024-09-30,2008-10-08,2018-06-20,2009-11-30
EMP67245,Arthur,Caron,Agent Principal,Qualité,Formation sécurité,EN_ATTENTE,M,Service C,2023-11-30,1996-01-25,2008-12-18,1998-09-30
EMP54079,Léontine,Maréchal,Cadre B,Finance,Niveau 2,APTE,F,Service E,2023-12-31,1997-01-05,1997-02-06,2009-02-28
EMP46845,Flavien,Louis,Agent,Informatique,Niveau 2,APTE,F,Service E,2024-05-31,1993-06-30,1991-04-26,1900-01-01
EMP33877,Héloïse,Bouvier,Cadre B,Qualité,Niveau 1,APTE,M,Service A,2023-02-28,1990-10-16,1985-10-15,1900-01-01
EMP63452,Armelle,Julien,Agent,Qualité,Formation sécurité,APTE,M,Direction,2023-06-30,1988-05-12,2018-12-08,1993-01-31
EMP84596,Théodose,Lefevre,Technicien en chef,Juridique,Niveau 1,APTE,F,Service B,2023-04-30,2007-02-18,2008-07-30,1988-11-30
EMP08169,Gabriel,Perron,Ingénieur,Juridique,Aucune,EN_ATTENTE,F,Service A,2024-09-30,1960-08-19,1991-09-30,2018-06-30
EMP62745,Séverine,Lacombe,Agent Principal,Achats,Habilitation spéciale,APTE,M,Service D,2024-11-30,1999-12-02,1985-01-16,2007-05-31
EMP67083,Elvire,Gomez,Agent,Logistique,NivEAU_1,APTE,F,Service D,2024-04-30,2001-10-29,1999-03-15,2005-04-30
EMP65250,Aris,Petitjean,Ingénieur,Maintenance,Niveau 2,APTE,F,Service E,2023-07-31,1995-09-20,1996-04-11,2003-04-30
EMP73855,Yves,Ferrand,Technicien en chef,Finance,Niveau 1,apte,F,Service D,2023-03-31,2002-11-29,2003-01-12,2003-11-30
EMP65893,Stella,Julien,Agent Principal,RH,Niveau 1,APTE,M,Direction,2023-04-30,1972-10-11,2006-10-18,2008-08-31
EMP39196,Baptiste,Aubry,Agent,RH,Aucune,RESTRICTION,M,Service A,1900-01-01,1981-02-09,2011-07-30,1990-11-30
EMP97372,Méloé,Bonnel,Agent Principal,Maintenance,Niveau 2,APTE,M,Service E,2024-06-30,2002-01-14,2006-05-25,1980-05-31
EMP06443,Bertrand,François,Technicien en chef,Logistique,Aucune,RESTRICTION,M,SErVice_B,2024-11-30,1963-12-01,1999-12-18,2018-10-31
EMP76937,Romane,Dumas,Ingénieur,Informatique,Niveau 1,RESTRICTION,Femme,Service D,2023-05-31,1985-10-04,1900-01-01,1996-10-31
EMP33459,Mélissa,Gros,Agent,RH,AUcunE,APTE,F,Service A,2024-07-31,1972-12-29,1984-06-07,2024-10-31
EMP33351,Matthieu,Maillard,Technicien,Maintenance,Aucune,APTE,M,Direction,2024-04-30,1985-11-16,2016-05-10,2018-02-28
EMP96957,Claire,Lefort,Agent Principal,Juridique,Niveau 2,APTE,M,Service A,2023-03-31,1963-04-15,1995-11-13,2009-07-31
EMP88718,Guislain,MArtin,Ingénieur en chef,Maintenance,Habilitation spéciale,apte,M,Service D,2023-07-31,1988-12-25,1997-01-09,2022-09-30
EMP04085,Gauthier,Dumont,Technicien en chef,Maintenance,Niveau 2,apte,F,Service E,2023-04-30,1976-01-01,2007-08-25,1990-01-31
EMP18108,Roxane,Martinez,Technicien en chef,Achats,Niveau 1,APTE,Homme,Service D,2024-10-31,1975-08-11,1986-12-18,2009-01-31
EMP58028,Yves,Carre,   Ingénieur en chef,RH  ,Niveau 1,RESTRICTION,M,Service E,2023-03-31,1979-10-06,2010-08-09,1982-05-31
EMP09226,Ghislain,Pellegrin,Ingénieur,Maintenance,NivEaU-1,apte,M,Service A,2023-02-28,1995-04-01,1980-12-30,2002-12-31
EMP33594,Maximilien,Gautier,Cadre B,Maintenance,Formation sécurité,apte,M,Service E,2023-07-31,1997-05-24,1992-09-09,1982-08-31
EMP16676,Esmée,Laurent,Agent,RH,Niveau 2,APTE,Femme,Service A,2024-02-29,1972-02-17,2019-11-16,1900-01-01
EMP32433,Marguerite,Poirier,Ingénieur en chef,Logistique,Aucune,APTE,M,Service A,2024-10-31,1971-07-14,1995-08-07,2022-03-31
EMP90879,Flavien,Gauthier,Agent,Juridique,Formation sécurité,APTE,M,Service D,1900-01-01,1985-05-02,1996-09-01,1980-06-30
EMP63317,Manon,Gautier,  Technicien,Qualité,Aucune,apte,F,Service E,2023-12-31,2002-03-31,2021-07-03,1983-03-31
EMP77512,Aloïse,Gauthier,Ingénieur,Finance,Niveau 2,APTE,F,Service E,2024-04-30,2004-08-12,1900-01-01,2003-08-31
EMP33572,Achille,Delaunay,Agent Principal,Achats,Habilitation spéciale,APTE,M,Service E,2025-01-31,1960-05-29,2003-10-31,2018-11-30
EMP87685,Maëlle,Berger,   Agent,Finance,Niveau 1,APTE,F,Service C,2023-01-31,1969-10-17,2011-08-07,2017-11-30
EMP10744,Édouard,Girard,Technicien en chef,RH,Aucune,RESTRICTION,F,Service E,2024-11-30,1987-11-02,2007-02-20,2022-10-31
EMP79784,Odet,Rouxel,CAdRe_A, Achats,Niveau 1,APTE,M,Service-E,2023-04-30,1977-07-26,2012-02-09,2006-09-30
EMP55567,Amandine,Bénard,Technicien en chef,Informatique,Aucune,APTE,M,Service B,2023-06-30,2005-06-12,1999-02-10,2023-12-31
EMP47222,Benjamin,Riou,Agent Principal,RH,Formation sécurité,apte,M,Service C ,2024-07-31,1962-02-08,2015-09-12,2012-02-29
EMP87935,Salomé,Baron,Technicien en chef,Juridique,Niveau 1,APTE,F,Service A,2023-06-30,1971-12-14,2011-04-06,1900-01-01
EMP42169,Blaise,Perron,Agent Principal,Finance,Aucune,RESTRICTION,M,Service D,2023-01-31,1991-11-21,2002-07-07,1900-01-01
EMP47183,Anselme,Girard,Agent,Maintenance,Aucune,EN_ATTENTE,Femme,Service A,1900-01-01,2000-11-25,2002-08-12,2011-07-31
EMP24953,Ulysse,Pruvost,Technicien en chef,Informatique,Niveau 2,APTE,M,Service C,2023-02-28,1967-10-26,1999-07-13,1988-02-29
EMP82638,ÉTIEnNe,VoisIN,Ingénieur,InfOrMaTiqUe,Habilitation spéciale,apte,M,Service B,2023-04-30,1985-09-04,2020-08-12,1900-01-01
EMP33621,Bertrand,Duval,Agent,Finance,Niveau 2,APTE,M,Service A,2023-08-31,1992-09-17,2013-11-05,1900-01-01
EMP87010,Timothée,Carre,Technicien,Qualité,Niveau 2,apte,M,Service B,2024-06-30,2007-10-17,1996-10-13,2017-07-31
EMP34905,Élodie,Leclerc,Agent   ,Finance,Aucune,apte,F,Direction,2023-04-30,2001-04-08,1987-07-09,1900-01-01
EMP48238,Marc,Besson,Agent Principal,  Logistique,Niveau 2,RESTRICTION,M,Service B,2024-11-30,1971-11-20,1990-01-01,1900-01-01
EMP49361,Pauline,Leclerc,Ingénieur en chef,Maintenance,Aucune,apte,F,Direction   ,2024-12-31,1996-05-01,2008-11-06,1900-01-01
EMP71156,Louisa,Fleury,Cadre B,Qualité,Niveau 1,APTE,M,Service A,2023-01-31,1965-05-21,1989-01-14,2017-02-28
EMP96755,Éloïse,Charpentier,Agent Principal,Maintenance,Niveau 1,apte,F,Direction,1900-01-01,2002-01-27,1900-01-01,2003-01-31
EMP18448,Irma,Dubois,Ingénieur,Maintenance,Niveau 2,APTE,M,Service E,2024-11-30,1996-07-21,2018-05-23,1984-09-30
EMP90440,Théo,Rousseau,Agent, RH,Aucune,APTE,F,Service B,2023-05-31,1981-09-29,2020-01-11,2011-07-31
EMP24714,Anicet,Voisin,Ingénieur,RH,Niveau 1,RESTRICTION,F,Service E  ,2024-05-31,2001-08-11,2020-09-27,2015-06-30
EMP27478,Aurélien,Berger,Technicien en chef,Juridique,Aucune,APTE,F,Service E,2023-08-31,1989-03-07,2014-08-18,2004-11-30
EMP12088,Archibald,Arnaud,Ingénieur en chef,Achats,Aucune,APTE,Homme,Service D,2023-04-30,2008-02-16,2014-03-26,2025-01-31
EMP15126,Gaël,Masse,   Ingénieur,Logistique,Aucune,,F,Service D,2025-01-31,1974-02-10,2004-02-07,2020-12-31
EMP47386,Marceau,Leclerc,Agent,RH,Niveau 1,APTE,F,Service A,2023-03-31,1984-04-04,2001-09-30,1996-10-31
EMP89654,Aurélie,Besson,Agent Principal,   Qualité,Aucune,APTE,F,Direction,2024-05-31,1990-02-11,1985-02-14,1992-07-31
EMP08510,Océane,Brun,Ingénieur,Logistique,Niveau 1,APTE,F,SeRviCe B,2024-09-30,2006-05-17,2011-06-26,2002-09-30
EMP78089,Anaïs,Meyer,Cadre B,Juridique,Niveau 2,apte,M,Service E,2023-02-28,1966-11-17,1980-11-02,1900-01-01
EMP35910,Prosper,Colomb,Technicien en chef,RH,Aucune,APTE,M,Service B,2025-01-31,1999-11-06,2000-11-30,1991-03-31
EMP04704,Léopold,Delaunay,Agent,Maintenance,Niveau-1,APTE,F,Service D,2024-05-31,1997-09-14,2015-08-30,1996-04-30
EMP15132,Esteban,Dumas,Technicien,Informatique,Niveau 2,APTE,F,Service D,2023-04-30,1967-08-05,2002-02-06,1981-06-30
EMP66646,Louise,Delaunay,Technicien,Achats,Niveau 1,APTE,M,Direction,2024-10-31,1975-10-19,1994-05-09,2008-08-31
EMP71801,Aloïs,Gautier,Technicien en chef,Qualité,Niveau 2,APTE,F,Service E,2023-06-30,2005-01-17,1989-02-17,2015-07-31
EMP65193,Solal,Chambon,Ingénieur en chef,Juridique,Niveau 1,APTE,M,SERvice B,2023-09-30,1980-06-07,1980-11-25,2021-08-31
EMP31743,Yasmine,Garcia,Cadre A,Maintenance,Niveau 1,APTE,F,Service C,2024-04-30,2004-12-21,1900-01-01,2003-10-31
EMP02720,Arthur,Boutin,Technicien,Logistique,NiVeau_1,EN_ATTENTE,F,Service D,2025-01-31,2003-09-01,2024-07-16,1900-01-01
EMP26249,Alexandre,Robin,Agent,Logistique,Habilitation spéciale,APTE,M,Service A,2023-04-30,1984-12-07,1900-01-01,1985-09-30
EMP14479,Ursule,Lacoste,Agent,QualiTé,Niveau 2,APTE,M,Direction,2023-04-30,2001-07-15,1900-01-01,1999-02-28
EMP65829,Sophie,Diaz,Agent,Qualité,NIveaU_1,APTE,F,Service A,2024-01-31,1982-11-22,1998-02-13,1980-09-30
EMP23416,Maëlle,Aubry,Agent,Finance,Aucune,APTE,M,Service A,2024-02-29,2005-05-22,2023-01-22,1992-03-31
EMP81550,CéLine,Berger,Agent Principal,Finance,Niveau 1,EN_ATTENTE,F,Service C,2023-04-30,1961-12-08,2004-11-30,2021-11-30
EMP31403,Jérôme,Julien, Technicien en chef,Finance,Niveau 1,APTE,M,Service C,2023-04-30,1983-01-10,1983-12-25,2017-09-30
EMP25425,Jérémy,Breton,Technicien en chef,Logistique,Aucune,apte,F,Service A,2024-05-31,1975-10-23,1986-04-16,1988-05-31
EMP87520,Amélie,Lacoste,Agent Principal,Informatique,Formation sécurité,APTE,M,Direction,2024-05-31,2001-02-17,1997-04-06,2023-12-31
EMP29972,Romain,Charpentier,Technicien,Finance,Niveau 2,EN_ATTENTE,M,Service A,2024-03-31,1991-01-23,2010-06-25,2006-12-31
EMP29636,Gaëtane,Barbier,Technicien,Maintenance,Niveau 2,APTE,F,Service E,2023-06-30,1993-03-25,1993-07-05,1993-12-31
EMP93050,Alain,Joly,Agent,Qualité,Niveau 1,apte,M,Service C,2023-05-31,2001-01-06,1998-03-21,1992-02-29
EMP40014,Françoise,Lefebvre,Technicien,Finance,Niveau 1,APTE,M,Service E,2024-06-30,1964-03-06,1994-12-12,1983-06-30
EMP99404,Eva,Chambon,Ingénieur en chef,Qualité,Niveau 2,APTE,Homme,Service A,2024-03-31,1981-07-24,1990-07-07,2013-09-30
EMP04956,Joséphine,Charrier,Agent,Logistique,Niveau 1,APTE,F,Direction,2024-01-31,1980-02-06,2015-05-08,1900-01-01
EMP36261,Marie,Perron,IngéNieUr,RH,Aucune,APTE,F,Service C,2023-06-30,2007-01-24,2012-10-21,1983-11-30
EMP91769,Toscane,Joubert,Agent,Qualité,Formation sécurité,RESTRICTION,M,Service C,2023-03-31,1987-01-01,1988-06-26,2014-07-31
EMP38872,Louison,Rey,Technicien,LogistiqUe,Formation sécurité,APTE,Homme,ServiCe_D,2023-08-31,1975-03-28,2023-06-24,1900-01-01
EMP71935,Albert,Talbot,Agent Principal,Informatique,Aucune,RESTRICTION,M,Service B,2023-08-31,1971-05-29,1997-07-16,2024-09-30
EMP46816,André,GuEgan,Cadre B,Achats,Niveau 1,APTE,M,Service C,2024-05-31,1983-12-30,1980-11-05,2011-03-31
EMP69594,Pascale,Meunier,Agent Principal,Juridique,Niveau 1,APTE,M,Service C,2024-02-29,1990-03-17,1998-01-30,2021-09-30
EMP45667,Esteban,Leclercq,Agent,Juridique,Niveau 1,APTE,M,Service E,2023-08-31,1983-08-02,1995-04-09,1994-08-31
EMP94823,Lucie,Clement,Technicien en chef,Achats,Aucune,apTE,Homme,Service B,2024-05-31,1972-01-19,2010-10-30,1998-04-30
EMP78886,Aurane,Lacombe,AgeNT,QUalIté,Niveau 2,APTE,M,Service A,2024-09-30,1962-09-08,1900-01-01,2023-01-31
EMP08858,Stéphane,Chéreau,Technicien,Qualité,Niveau 2,EN_ATTENTE,F,Service B,2024-09-30,1992-08-26,1995-12-28,2006-07-31
EMP96097,Marie,Lamy,Agent Principal,Juridique,Aucune,RESTRICTION,F,Direction,2023-08-31,1986-08-16,2007-06-15,1994-08-31
EMP60558,Lou-Anne,André,Technicien,Finance,Niveau 2,APTE,F,Service D,2024-02-29,1972-11-04,1900-01-01,1995-03-31
EMP24118,Julien,Martin,Technicien en chef,RH,FoRMaTIoN-SéCurité,APTE,M,Direction,2023-09-30,2008-05-19,2010-06-26,1900-01-01
EMP31385,Hippolyte,Michaud,Technicien,RH,Niveau 1,apte,F,Direction,2024-05-31,1988-03-04,1900-01-01,1900-01-01
EMP84525,Anicet,Bonnel,Ingénieur,Juridique ,Formation sécurité,APTE,F,Service A,2024-02-29,1978-10-03,1996-08-06,1900-01-01
EMP72474,Priscille,Leclerc,Technicien,RH,Niveau 2,APTE,F,Service A,2023-11-30,1994-06-06,2021-11-05,2000-10-31
